,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
604,Timothy,United Kingdom,Double Guest Room,1 night ·  May 2019,Couple,Reviewed: 5 May 2019,Good and quiet room .,Very polite and helpful on the phone.,N/a,9.5
605,Eileen,United Kingdom,Double Guest Room,2 nights ·  May 2019,Couple,Reviewed: 5 May 2019,Would stay again. Staff very friendly,Lovely large room and comfortable bed,Not Available,10
606,Tess,United Kingdom,Double Deluxe Room,1 night ·  May 2019,Group,Reviewed: 5 May 2019,Exceptional,Best buffet breakfast we’ve ever had! Loads of choice and excellent quality,Not Available,10
607,Chloe,United Kingdom,Twin Guest Room,1 night ·  May 2019,Group,Reviewed: 5 May 2019,I enjoyed my stay and will definitely stay in the future,"The staff were amazing as soon as you walked in, the room was a really good size and very clean everywhere you went. Breakfast was also very good and lots of variety.",Not Available,10
608,Esther,United Kingdom,Family Room with Double Bed,1 night ·  May 2019,Group,Reviewed: 5 May 2019,Fantastic stay extra friendly staff great food,"Good check out time so you didn’t feel rushed. Excellent location. Extra comfy pillows, where can I get some",Bed was quite hard and limited parking,8.8
609,Karen,United Kingdom,Double Guest Room,1 night ·  May 2019,Couple,Reviewed: 5 May 2019,Exceptional,Bed was very comfortable,Not Available,10
610,Caroline,United Kingdom,Double Guest Room,1 night ·  May 2019,Couple,Reviewed: 5 May 2019,We will be back.,fantastic and amazing stay.,Not Available,10
611,Merry,Japan,Double Guest Room,3 nights ·  May 2019,Solo traveller,Reviewed: 4 May 2019,Worth the price,"Friendly and polite staff. Good breakfast at the comfortable restaurant. And, I like the housekeepers' hospitality.",Not Available,9.6
612,Nikola,Ireland,Double Deluxe Room,3 nights ·  April 2019,Couple,Reviewed: 3 May 2019,Very good,The location was good considering you can get around London easily using the underground. The hotel is 2 minute walk from the nearest underground. The hotel was quiet and clean,I was very disappointed with the fact that there was no FREE wifi and to use it would cost around $10 per day.,8.3
613,Alison,Ireland,Twin Deluxe Room,3 nights ·  April 2019,Family,Reviewed: 3 May 2019,A return visit for London marathon weekend - will be back again,Lovely clean hotel and great location - especially for London marathon weekend!,Not Available,10
614,D,Canada,Twin Deluxe Room,4 nights ·  April 2019,Group,Reviewed: 3 May 2019,Exceptional,Great service,Not Available,10
615,Whiteway,United Kingdom,Family Room with Double Bed,1 night ·  April 2019,Family,Reviewed: 2 May 2019,Great room for a family of 4,Comfortable room for a family,More milk with the tea coffee making facilities and hot chocolate for the children,10
616,Hannah,United Kingdom,Twin Guest Room,1 night ·  April 2019,Group,Reviewed: 2 May 2019,Exceptional,"Staff were fabulous. Parking was easy. Lovely extra touches for London Marathon Runner’s (medals, breakfast). Thank you!",Not Available,10
617,Petra,United Kingdom,Double Deluxe Room,1 night ·  April 2019,Couple,Reviewed: 2 May 2019,Exceptional,The breakfast is very expensive.,Not Available,10
618,Sarah,United Kingdom,Double Deluxe Room,1 night ·  April 2019,Group,Reviewed: 2 May 2019,Fabulous weekend,Great location hotel was superb and staff polite and helpful x I ran the London marathon and there was complimentary breakfast x,Not Available,10
619,John,Ireland,Double Guest Room,3 nights ·  April 2019,Couple,Reviewed: 1 May 2019,Great hotel in a great location,Great good in the restaurant.,Not Available,9.6
620,Christopher,United Kingdom,Double Deluxe Room,2 nights ·  April 2019,Solo traveller,Reviewed: 30 April 2019,Very good,"Everything, except the noise from the DLR","My room was adjacent to DLR, literally at eye level with carriages. As a marathon runner attempting to get much needed rest before and after the event, the room did not help my cause!",8.3
621,Susan,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 29 April 2019,Good,"The cost of the breakfast...my son paid £41 for 2 buffet breakfasts, not good value very overpriced",Not Available,7.5
622,Rashael,United Kingdom,Family Room with Double Bed,2 nights ·  April 2019,Couple,Reviewed: 29 April 2019,Exceptional,the ambiance location cleanliness staff absolutely loved it,"everything was to perfection. apart from the DLR passing by, it was an amazing stay",10
623,Saacha,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 29 April 2019,Good stay,Clean and efficent,The porridge made with water and bit of confusion with marathon runner breakfasts !,7.5
624,Lauren,United Kingdom,Double Deluxe Room,2 nights ·  April 2019,Couple,Reviewed: 29 April 2019,Very enjoyable,Efficiency and friendliness of staff,Nothing,8.8
625,Neil,United Kingdom,Double Guest Room,1 night ·  April 2019,Solo traveller,Reviewed: 24 April 2019,What you would expect from a Hilton,The hotel was clean and tidy.,The breakfast seemed somewhat basic. None of the usual cereals you would expect.,8.3
626,Ali&parisa,United Kingdom,Family Room with Double Bed,2 nights ·  April 2019,Family,Reviewed: 24 April 2019,5 Stars for Price & Location!,"We booked this hotel very late and all the good options in the City Centre were gone, but I'm happy that I took the decision for booking Hilton Canary Wharf.
We were looking for a 4 star value hotel, in a convenient location and close to Tube with reasonable Carpark charges and this hotel not only ticked the boxes, but also went beyond that!!
With ample secure carparking spaces, accessed directly via hotel reception, great staff and hospitality during arrival and throughout our stay, we fully enjoyed our stay.
Check-in was quick and straighforward with glasses of champagne on arrival while kids were provided with free easter chocolates & soft drinks together were easter freebies and colouring pens at the reception and within dining areas to keep them busy and entertained!
Hotel location was a big bonus as it was close to 2 tube stations. We had to use the Canary Wharf station as DLR line was under maintenance but Canary Wharf was just a short walking distance over the canal via a suspension bridge next to the hotel.
Canary Wharf area was a nice location itself for having a walk and enjying the various architecturally designed/constructed buildings and surrounding streets, shops and landscapes; everything was well designed and newly built.. so relaxing for a walk around.
Being on a business location, we were under the impression that the area may be quite and insecure on a non-business day but it was so crowded and lively with people in the shops, restaurants and bars during the easter weekend till late night. Several shopping centres around the Canary Wharf station with several restaurant dining options on top of hotel's Cinnamon Dining venue were available to choose from. Also there were street food kiosks available next to the hotel, serving vaiety of burgers, smoothies and juices.
The communal areas were well decorated and clean.The room was airconditioned, spacious and comfortable.","Our room was located on the 6th floor and as the DLR track was next to the building, occasionally the DLR line's noise was heard when a train was passing during the operation hours but it was generally quite for the night sleep.",10
627,Julie,United Kingdom,Double Guest Room,1 night ·  April 2019,Family,Reviewed: 23 April 2019,Excellent,Bed very large and comfortable croissants amazing,Not Available,7.5
628,Nataliya,Austria,Family Room with Double Bed,3 nights ·  April 2019,Family,Reviewed: 22 April 2019,Exceptional,I like just everything! Great quality for reasonable price. Very nice and attentive staff. Hotel is absolutely flexible to the customer’s needs.,Nothing,10
629,Rajan,United Kingdom,Family Room with Double Bed,3 nights ·  April 2019,Family,Reviewed: 22 April 2019,Excellent,"Everything was excellent.
Location is the best part. Staff are very welcoming. Good breakfast.","Everything was excellent.
Only issue is ceiling in parking area is too low.
While Opening the boot, it hit the pipes on the ceiling and put scratches on the boot .nothing done about it.",8.8
630,Miroslav,Slovakia,Family Room with Double Bed,4 nights ·  April 2019,Family,Reviewed: 22 April 2019,Superb,"Spacious family room, very good variety on the breakfast, close to public transport and convenient stores/ restaurants","A bit further from the city center / at arrival 21:30 we had to wait a bit longer, a bit uncertainty with the room, but resolved very promptly 👍",9.2
631,Shofil,United Arab Emirates,Family Room with Double Bed,3 nights ·  April 2019,Family,Reviewed: 22 April 2019,Good Value for Money Hotel,"Nice hotel, Good staff. Easy access to underground. Tasty in room dining Menu (the chicken tikka masala)","Minor issues like a difficult to close bathroom door, a tight main door.",8.3
632,Sandeep,United Kingdom,Family Room with Double Bed,3 nights ·  April 2019,Family,Reviewed: 22 April 2019,Exceptional,Cleanliness and proximity,Breakfast Buffet was a bit expensive,10
633,David,United Kingdom,Family Room with Double Bed,1 night ·  April 2019,Family,Reviewed: 22 April 2019,Fabulous,Very helpful staff throughout hotel,Not Available,8.8
634,Zoe,United Kingdom,Family Room with Double Bed,3 nights ·  April 2019,Family,Reviewed: 22 April 2019,Family of 3,"Extremely spacious family room! Slippers for our little boy was a lovely touch!
Lots of Easter treats at reception for the kids! And a lovely glass of cava on arrival for the adults.
Fantastic sized TV in the room and room service was quick and extremely tasty - brilliant when we had to spend a night in the room due to a tummy bug!",Not Available,9.6
635,Carlo,Belgium,Family Room with Double Bed,4 nights ·  April 2019,Family,Reviewed: 22 April 2019,Good,"Comfortable, location, breakfast",Pricey for a family room with breakfast,7.9
636,Helen,United Kingdom,Family Room with Double Bed,1 night ·  April 2019,Family,Reviewed: 21 April 2019,Professional hospitality,"Beautiful food, and such attention to detail with service. Excellent sized family room with generously proprtioned extra bed. Amazing value with the Easter restaurant offer and kids eating free!",Not Available,10
637,Anna,United Kingdom,Double Guest Room,2 nights ·  April 2019,Group,Reviewed: 21 April 2019,Exceptional,Everything,Excellent service,10
638,Zoe,New Zealand,King Executive Room with Lounge Access,1 night ·  April 2019,Couple,Reviewed: 21 April 2019,Good,Staff member from NZ friendly when checking in and let us into our room early. It was my birthday and there were cupcakes sent to the room. Used the executive lounge which meant free drinks for a couple of hours in the evening and tea and coffee available during the day. Also included a continental breakfast.,Food in the executive lounge was average in comparison to other lounges we have used. Room was also average for an executive room.,7.9
639,Tyler,United Kingdom,Twin Guest Room,1 night ·  April 2019,Group,Reviewed: 20 April 2019,Exceptional,Soooo good,Everything was amazing,10
640,Sarah,United Kingdom,Twin Deluxe Room,1 night ·  April 2019,Family,Reviewed: 20 April 2019,Exceptional,"Staff had made such an effort to make a fuss of my sons birthday. Really appreciated it.
Room was spotless
Staff really helpful even when busy
Breakfast was fab. Lots of choice and plenty of food",Nothing,9.6
641,Brandocamando,Bermuda,Double Guest Room,2 nights ·  April 2019,Solo traveller,Reviewed: 19 April 2019,Exceptional,Breakfast wasn’t included,Not Available,10
642,Fredrick,Kenya,Double Guest Room,4 nights ·  April 2019,Family,Reviewed: 17 April 2019,Excellent,None none,No additional comments,10
643,Samantha,United Kingdom,Double Guest Room,2 nights ·  April 2019,Couple,Reviewed: 15 April 2019,"Water is life , some we don't drink alcohol so save us water please ,","Close to train station , good breakfast","Request for water didn't get any , only to be told will be charged for the one in the mini bar",7.5
644,Sami,Finland,Double Guest Room,4 nights ·  April 2019,Solo traveller,Reviewed: 15 April 2019,Exceptional,"Very friendly and helpful staff ( especially the restaurant manager for breakfast was super exceptionally professional and helpful going above and beyond). Location is great, impeccable performance overall.",Not Available,9.6
645,Jasmijn,Belgium,Twin Deluxe Room,2 nights ·  April 2019,Group,Reviewed: 15 April 2019,Wonderful stay at an amazing hotel!,"Our entire stay at this hotel was wonderful!
The staff was super friendly, the location is ideal and the room was very nice.
Breakfast was very various and tasty.",Not Available,8.8
646,Rashi,Israel,Double Guest Room,2 nights ·  April 2019,Family,Reviewed: 15 April 2019,Would definitely stay there again,"Great hotel - location very close to the tube, very comfortable and spacious room, amazing breakfast",Not Available,10
647,Rashi,Israel,Double Guest Room,1 night ·  April 2019,Family,Reviewed: 15 April 2019,Great place to stay,"Very comfortable and spacious rooms, great breakfast, convenient location near jubilee line tube","Really nothing to complain about - was great. The exact same hotel inside the city center would have been perfect, but it was easy to get to everything on the tube... it just means making sure we have all we need for the whole day.",10
648,Mark,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 14 April 2019,Fabulous,Staff all very good.,"Very small double bed for such a huge bedroom. Splash out, Hilton, and delight your guests with a superking!",8.8
649,Mary,Ireland,Double Guest Room,2 nights ·  April 2019,Couple,Reviewed: 14 April 2019,Excellent customer service..will definitely be back,From the moment we arrived we were treated fantastic. Excellent customer service from the desk to the restaurant. Will definitely be back,No smoking area but you could go outside,10
650,Jonathan,United Kingdom,Twin Guest Room,1 night ·  April 2019,Solo traveller,Reviewed: 14 April 2019,Superb,"The towel in the shape of a swan, and I was upgraded for free","When I came to check out, there was a confusion regarding payment. I thought I was being told that I needed to pay again and that what i already paid has been a deposit. It wasn't made clear that they just wanted to take what had been set aside in my account. It sounded like I had to pau again and then my deposit would be repaid within 6 days. Anyway, I understand know, but it wa not clearly explained.",9.2
651,Rworthy,United Kingdom,Double Guest Room,1 night ·  March 2019,Solo traveller,Reviewed: 14 April 2019,West Ham Away,"Welcoming Staff, Easy check in & check out.",All good!,9.2
652,Juttla,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 13 April 2019,Very good location,"Room was lovely 
Breakfast a little let down as no mushrooms",Nothing,10
653,Ana,United Kingdom,Double Guest Room,1 night ·  April 2019,Family,Reviewed: 13 April 2019,Exceptional,Everything was perfect,Not Available,10
654,Levent,Turkey,Double Guest Room,2 nights ·  April 2019,Solo traveller,Reviewed: 12 April 2019,A gem in Canary Wharf,"- room is bigger & comfortable than most London hotels
- very good staff
- good location in Canary Wharf",- the shower should have more pressure but maybe it was due to unsufficient city water pipes?,9.2
655,Keith,United Kingdom,Double Guest Room,1 night ·  March 2019,Group,Reviewed: 12 April 2019,Good,Not sufficient bar staff,Not Available,7.5
656,Michele,United Kingdom,Double Guest Room,2 nights ·  March 2019,Group,Reviewed: 12 April 2019,Very Nice Stay,Comfortable beds room and bathroom a good size.,Canary Wharf is a little out the way of the city centre but is a lovely area.,8.3
657,Amanda,United Kingdom,Double Deluxe Room,2 nights ·  April 2019,Couple,Reviewed: 11 April 2019,Exceptional,"Lovely clean, spacious rooms.",Nothing!,9.6
658,Simon,Zimbabwe,Twin Guest Room,2 nights ·  April 2019,Solo traveller,Reviewed: 10 April 2019,A fantastic experience.,The breakfast was good and the location is super good. The quality of the bedding linen is wonderful and the housekeeping is upto standard. Wi-fi was excellent. Generally I was impressed with everything at the hotel and will stay again next time I am in London.,Nothing - All was in order and my expectations were met.,10
659,Gary,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 8 April 2019,Had the best tume,The staff were extremely helpful and nothing was to much,Not Available,9.0
660,Sophie,United Kingdom,Double Guest Room,2 nights ·  April 2019,Solo traveller,Reviewed: 7 April 2019,Great room with friendly staff in a great location.,"Very friendly staff and a beautiful and comfy room with easy to use adjustable temperature and easy to use bathroom facilities. Very little to
complain about in general really ,it was a very nice stay. Breakfast buffet was amazing too.","Evening dining menu expensive and one of the chicken portions wasn’t generous but this is to be expected.
Also the shower ,although it was very easy to use was quite slippery for some reason??",10
661,Donnnie,United Kingdom,Double Guest Room,2 nights ·  April 2019,Couple,Reviewed: 7 April 2019,Great time,Location,Bar prices a bit high,9.6
662,Jordan,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 7 April 2019,A birthday treat which was perfect,Lovely hotel and ideal location for 02,Everything was perfect. Very friendly staff,10
663,Lee,United Kingdom,Double Deluxe Room,1 night ·  April 2019,Couple,Reviewed: 7 April 2019,Quality time,Lovely bed.friendly stafff,Bar prices,9.2
664,Juliet,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 7 April 2019,Exceptional,"We stayed here for a concert at the 02 perfect location - friendly staff, very clean comfy beds and lovely breakfast - would highly recommend",Not Available,10
665,Mrs,United Kingdom,Double Guest Room,1 night ·  March 2019,Family,Reviewed: 4 April 2019,Good clean comfortable great location . First room smelt of mould we were swiftly moved once we com,"Great staff , really friendly and helpful",Very busy and noisy on weekends .got woken up twice at 06:00hrs and 06:30 in the morning ( Saturday) bynidiots knocking on the door mistaking their friends room for ours,7.9
666,Luke,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Not Available,Not Available,This review has been hidden because it doesn't meet our guidelines.,Not Available,Not Available
667,Zandra,United Kingdom,Family Room with Double Bed,1 night ·  March 2019,Family,Reviewed: 31 March 2019,Fantastic treat with the kids,The rest of the breakfast selection was great. Staff very friendly. Good value for money and within easy reach of London's main attractions. We were upgraded to a junior suite (?) Room 405. This was ideal for a family of 2 adults 2 children. Thank you.,"Wine a little too expensive, mushrooms on breakfast buffet would have been lovely.",9.6
668,Sharon,United Kingdom,Twin Deluxe Room,1 night ·  March 2019,Family,Reviewed: 31 March 2019,Perfect,"The stay with my 80 year old mum was lovely. We will use this hotel again for sure. Parking was excellent especially as mum is disabled. 
Many thanks",Not Available,10
669,Maria,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 31 March 2019,Superb,"Comfortable room spotlessly clean, good location with transport links within a few minutes walk.",Not Available,9.2
670,Shirley,United Kingdom,Double Guest Room,1 night ·  March 2019,Solo traveller,Reviewed: 31 March 2019,Superb,Soft and comfy,Not Available,9.2
671,Henry,United Kingdom,Double Guest Room,1 night ·  March 2019,Solo traveller,Reviewed: 31 March 2019,Very enjoyable,Staff especially Maria on reception,Not Available,10
672,Jessica,United Kingdom,Double Guest Room,1 night ·  March 2019,Solo traveller,Reviewed: 31 March 2019,Great location and large comfortable room,"Great location, comfortable bed, large room",Bathroom design bit impractical,8.8
673,Samuel,United Kingdom,Double Guest Room,1 night ·  March 2019,Group,Reviewed: 30 March 2019,Relaxing,Bed was comfortable and good nights rest,N/a,10
674,Armands,Latvia,Double Deluxe Room,2 nights ·  March 2019,Couple,Reviewed: 29 March 2019,Very good,"The hotel is in a great place, with many transportation options including DLR, Underground. Downtown London is 20 minutes away with the subway. Westfield Stratford Center is 15 minutes away. Good breakfast. On holiday, the Canary Wharf area is quiet, with an excellent opportunity to rest from the crowds of London. Next up are a number of malls, a small park and a Tesco express. A one-stop drive away is an ASDA supermarket.",The hotel's interior looks a little old-fashioned but well-maintained. Workday evenings have large queues at the canary wharf subway station.,8.3
675,Stefan,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 28 March 2019,"Had a great stay thanks to location, staff and cleanliness.","Bed and pillows are spot on, wanted to take them home with us. Easy to set a nice room temperature.",Men’s cubicle toilets below the lobby had been left in a poor state but probably down to bad timing as the sink/urinal area was spotless.,10
676,Duncans,United Kingdom,Double Guest Room,2 nights ·  March 2019,Couple,Reviewed: 28 March 2019,A good value alternative to Central London hotels,"We decided to stay somewhere a little different form the norm in London. The area around Canary Wharf is exciting and different and also full of bars and restaurants so you are well served, and the prices are much better value compared to theatre land. But it's London, so it is very easy to get the DLR and Underground to the central areas and main stations, or down to Greenwich and pick up the river taxi. Bed was very comfortable. Breakfast was great.",Signage could be improved for those walking from the DLR. There is no sign on the hotel that faces that direction and you could easily miss it.,8.8
677,Dipika,United Kingdom,Twin Guest Room,1 night ·  March 2019,Family,Reviewed: 26 March 2019,excellent hotel,"fablous customer service
l arrived early and was able to go to my room",costly breakfast,10
678,Allypally,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 25 March 2019,Good,"Great location. comfortable room, good helpful team.",New style breakfast convenience ?,7.9
679,Annalouise,United Kingdom,Family Room with Double Bed,2 nights ·  March 2019,Family,Reviewed: 24 March 2019,Great Hotel,Great hotel. Staff were lovely. Family room was spacious and very comfortable. Loved the finishing touches like the towels shaped into swans. Breakfast was tasty.Would definitely stay again. I would recommend this hotel,Not Available,10
680,Lucy,United Kingdom,Family Room with Double Bed,1 night ·  March 2019,Family,Reviewed: 24 March 2019,Exceptional,One of the best size rooms for a family of 4. The restaurant was of high quality and family friendly. We are returning in two weeks to your London Bridge hotel.,Not Available,10
681,Kenneth,United Kingdom,Double Deluxe Room,3 nights ·  March 2019,Couple,Reviewed: 24 March 2019,Overall a good experience would consider staying again.,Location was ideal. staff were welcoming and professional in their approach. Room was comfortable and clean.,Not Available,9.6
682,Gail,United Kingdom,Family Room with Double Bed,1 night ·  March 2019,Family,Reviewed: 24 March 2019,Superb and will recommend,"Breakfast was lovely, miles better than the Hilton we stayed in at Waterloo.",Could have had a bit more milk in the room please.,9.5
683,Jane,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 21 March 2019,Exceptional,"Lovely big room, comfy beds. Helpful & friendly staff.",Not Available,10
684,Matteus,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Couple,Reviewed: 20 March 2019,Really good times,All of it,A bit pricy,9.6
685,Rick,United Kingdom,Double Deluxe Room,2 nights ·  March 2019,Group,Reviewed: 18 March 2019,awesome stay,"Staff very, good location","gym area needs some work , sauna area does not work at all everything gets wet walking back and forth",9.6
686,Nicolas,Belgium,Double Deluxe Room,3 nights ·  March 2019,Family,Reviewed: 17 March 2019,Excellent!,"Delicious breakfast, super staff",High price on Thursday night,9.2
687,Segun,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 16 March 2019,Exceptional,The Executive Lounge,Nothing,10
688,Jeff,United Kingdom,Double Guest Room,2 nights ·  March 2019,Couple,Reviewed: 15 March 2019,enjoyable,"Hotel and rooms very modem and comfortable, great location, short walk to the underground, staff were very friendly and I will return when I have the opportunity, and there was an ice machine at the end of the corridor,","Check in time was a bit to late for us 3pm, as we had an event to attend at the o2, the view from the room wasn't the best, looking out over a unfinished building, then the finial thing was the bar closed at 12 midnight, it was a Sunday,",9.2
689,Stephanie,United Kingdom,Double Guest Room,2 nights ·  March 2019,Couple,Reviewed: 15 March 2019,Lovely stay,"Very clean, big, comfy rooms. Location was perfect. 5 minute walk to the tube.","We weren't told the breakfast during the week finished at 10, not 11am like on the weekend. But the staff were very lovely and still provided us with extras that they still had out.",10
690,James,United Kingdom,Double Guest Room,2 nights ·  March 2019,Couple,Reviewed: 14 March 2019,All good,The room was clean and tidy and friendly staff,The price of the mini bar,7.5
691,Melanie,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 13 March 2019,Exceptional,Really close to the O2 and great property. Very comfy beds and room.,All was good,10
692,Heaney,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Solo traveller,Reviewed: 13 March 2019,Good,Staff were great,Over priced for the room quality offered,7.9
693,Sonia,United Kingdom,Twin Guest Room,4 nights ·  March 2019,Group,Reviewed: 11 March 2019,Fabulous,Almost everything! Really lovely in every way....,The bed linen smelt really musty as If not dried properly. It’s one of those smells that stays o your nose!!!,9.2
694,Linda,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Solo traveller,Reviewed: 10 March 2019,"Fab stay, good value","Fab location for the O2
Good value",Check in could be a bit more efficient,10
695,Martin,United Kingdom,Double Guest Room,1 night ·  March 2019,Family,Reviewed: 10 March 2019,Exceptional,Fast check in and out and polite staff,Nothing,10
696,Lauren,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Couple,Reviewed: 10 March 2019,Lovely hotel with lovely staff and a huge really clean room. Would definitely stay again.,The room was really spacious and very clean,"The minibar in the room - I had a look through it and took some things out of the fridge and put them back, and then saw the menu on the side (absolutely extortionate prices - £4.50 for a can of Coke!). Later on I saw the small print at the bottom of the menu which said that the fridge is sensored and if you even move anything in the fridge and put it back you have to pay for it. Luckily I told reception and they were nice and took it off the bill for us but otherwise we would have paid for all the stuff I touched.",9.6
697,Emma,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Couple,Reviewed: 10 March 2019,Exceptional,Staff particularly friendly.,Not Available,10
698,Sally,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 9 March 2019,Good,Check in was seamless . Great location,Slightly musty smell and weird clicking noise in night,7.5
699,Stephen,United Kingdom,King Executive Room with Lounge Access,2 nights ·  March 2019,Couple,Reviewed: 7 March 2019,we have stayed at the hilton before so we knew it would be a happy stay,"the hotel room was a nice size also the king size bed was very comfortable 
the staff were very friendly and helpful",every thing was just what we wanted,9.6
700,J,United Arab Emirates,Double Guest Room,2 nights ·  March 2019,Group,Reviewed: 4 March 2019,"Convient location, staff friendly.","No coffee machine in the room. Bathroom door kept opening, bath floor is leveled around the drain, when standing for a shower, it is not ideal.",Not Available,7.5
701,Mark,United Kingdom,Family Room with Double Bed,1 night ·  March 2019,Family,Reviewed: 3 March 2019,Good,"Room was a good standard, breakfast was fresh and hot.","Young lady on reception repeatedly telling me i hadnt paid for my stay, announcing in reception that my card had possibly been declined and i needed to pay again, when i showed her the receipt of payment she then said i should possibly switch from visa debit to mastercard, plain rude and maybe needs a lesson in people skills before being allowed to deal with customers unsupervised, wont be staying with the hilton group again unfortunately",7.5
702,Evelyn,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 27 February 2019,Exceptional,Everything,Not Available,10
703,Carolyn,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 27 February 2019,Exceptional,New clean and comfortable. The staff were very nice and loved the car park onsite. Near to underground and DLR.,There were no problems at all,10
704,Kye,United Kingdom,Double Guest Room,1 night ·  February 2019,Family,Reviewed: 27 February 2019,Exceptional,Lovely staff clean rooms,Not Available,10
705,Stacy,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 27 February 2019,Was amazing. Very comfortable the staff were very polite,How big the room was.,The tv,9.6
706,Jianhao,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 26 February 2019,Exceptional,"Location of this hotel is really good that closes to the underground Jubilee line, which enables you to travel to the other parts of London.",Not Available,10
707,Karen,United Kingdom,Double Guest Room,2 nights ·  February 2019,Couple,Reviewed: 25 February 2019,Superb,"Spacious room, clean and comfortable","Prices of the mini bar, ridiculous £8.25 for spirit miniature",9.2
708,Hayley,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 24 February 2019,Would definitely recommend and stay again,Room was very spacious and clean. Breakfast had a fantastic variety of options,Not Available,9.6
709,Kevin,United Kingdom,Double Deluxe Room,1 night ·  February 2019,Couple,Reviewed: 24 February 2019,Exceptional,Everything,Nothing,10
710,Isobel,United Kingdom,Twin Guest Room,1 night ·  February 2019,Group,Reviewed: 24 February 2019,Good,Comfy bed. Staff are ace. Well situated! Spot on,"Breakfast was a mess, stressed out staff, food everywhere. And the chavs outside fighting",10
711,Emma,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 24 February 2019,Exceptional,"Location is fantastic, it’s clean and the staff and atmosphere is the high end you expect to receive from a Hilton. Would definitely visit again",Not Available,10
712,Susan,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 23 February 2019,Fabulous,"The room was very big, staff polite and helpful and the Location was excellent.","Poor lighting in bedroom, ie no main light or lights near mirrors for doing makeup etc.",8.8
713,Simon,United Kingdom,King Executive Room with Lounge Access,1 night ·  February 2019,Couple,Reviewed: 22 February 2019,Very good,Not very clearly signposted. Could see Britannia Hotel and Novotel from a distance but not Hilton.,Not Available,8.3
714,Shannon,United Kingdom,Twin Guest Room,1 night ·  February 2019,Group,Reviewed: 21 February 2019,fantastic,"it was my birthday and they had a cake and some flowers on the bed, was very kind of them to do that.",Not Available,9.6
715,Mr,United Kingdom,Double Guest Room,1 night ·  January 2019,Solo traveller,Reviewed: 21 February 2019,Good,You know what you’re getting with a Hilton..... a good solid choice,Somewhat price but you pay for quality,7.5
716,Lesley,United Kingdom,Twin Deluxe Room,1 night ·  February 2019,Couple,Reviewed: 20 February 2019,lovely mini break,Everyone was very helpful and we had everything we needed - nothing was too much trouble. Food was plentiful and of excellent quality.,Biscuits in the rooms with the tea and coffee would have been a nice touch.,9.2
717,Rianna,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 20 February 2019,It is a beautiful hotel with wonderful staff. Such a beautiful room.,"The breakfast was lovely. A good range and cooked very well. Right next to a Tesco if we needed anything extra! The 
 Staff helped us with everything we needed and were always smiling.",The room was a bit cold and the highest temperature was not enough. The room was also very noisy. Almost as if we could hear other rooms when they ran a bath.,9.2
718,Lyn,Australia,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 20 February 2019,Lovely property in a great location. Would thoroughly recommend.,"Location, large room, lovely staff","Train line outside the window, small bathroom without walk in shower",9.2
719,Gareth,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 19 February 2019,Good as a base for local attractions,Great location close to the underground so convenient for an o2 event,Not Available,8.3
720,Yewande,United Kingdom,Family Room with Double Bed,2 nights ·  February 2019,Family,Reviewed: 18 February 2019,Exceptional,"The staff, food and room.",No swimming pool.,9.6
