,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
1018,Anh,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 31, 2019",Good,Very comfy,Not Available,7.5
1019,Pauline,United Kingdom,Executive Twin Room,1 night ·  July 2019,Couple,"Reviewed: July 30, 2019","we stayed one night, only used hotel for a","The decor of the hotel needs updating, the photos on the website I thought were misleading, tea at breakfast could be better as water not boiling, better air conditioning.",Not Available,5.4
1020,Dale,United Kingdom,Standard Double Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 30, 2019",Only use if its really cheap or there's no where else to stay,Not much in reality. The only good thing was the room was a good size and the bed comfortable enough. And it was close to work and the DLR station.,"Where do I start? 
This hotel has seen better days. The hotel looks worn and needs a complete refurb. The decor is dated and in places the carpets is threadbare. The white towels in the room are hard and seriously need replacing. There's only 3 lifts so don't be in a rush to go anywhere in them.
The wifi is only free in the public areas and in your room you get 20 miss free. After that you need to pay for it.
Check the fine print of the booking. You need to produce a photo id - passport or driving licence at check in. Seems this is a ""police requirement"" when I asked why.
Also there is building work next door to the hotel that starts at 7am so rooms can be noisy.",5.8
1021,Roberta,United Kingdom,Standard Twin Room,2 nights ·  July 2019,Group,"Reviewed: July 30, 2019",It was a good choice for us and met our expectations.,"The twin bedded room was clean and reasonably comfortable. We had a surprise in that we found out we could have a smoking room which was a bonus for my friend. I think because if this the view was not too good, but you can't have it all ways. Buffet breakfast was really good and fresh and hot, pleased with that. Overall a pleasant two night stay.","This is a budget hotel and considering this, there was nothing not to like.",7.1
1022,Václav,Czech Republic,Standard Twin Room,7 nights ·  July 2019,Group,"Reviewed: July 30, 2019",Okay,Good breakfast and nice bathroom.,"""Free wifi"" means it's free only in lobby and it has to be renewed every 30 minutes. There is no free wifi on the rooms, even though it's written. Air conditioner didn't work properly and some dirt came out of it.",5.8
1023,Martin,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 30, 2019",value for money - but poor decor -,"location great - 
cheap but functional 
perfect for simply head down but no for holiday or long term stay
room was climate controlled","updating décor required from the 1980s
carpets old and worn 
lifts really dated 
overall needs a heavy refresh
bathroom",6.7
1024,Eszter,Hungary,Standard Twin Room,2 nights ·  July 2019,Family,"Reviewed: July 30, 2019",Pleasant,Good location for London City Airport in great Docklands,"Lots of stairs in the corridor, really uncomfortable with luggage. An extremely loud and strong ventilator right above the bed, no way to turn it off",6.7
1025,Heather,New Zealand,Standard Twin Room,4 nights ·  July 2019,Family,"Reviewed: July 30, 2019",Overall enjoyed stay and cleaning staff very efficient,"enjoyed breakfasts, though would have liked fruit juices and water to be colder or have ice available. cruisants could be crispier",wifi availability and more lifts,7.1
1026,Shakira,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 30, 2019",A great experience,"I liked that we had the option for smoking and non smoking rooms. The room was very tidy, and the sheets and towels were clean. The small toiletries were very helpful and cute. The room was close to perfect.","A chair in my room was broken which meant it couldn’t really be used. Additionally one of the plug sockets did not work, and there were no normal plug sockets by the bed which made it hard to charge my phone and laptop.",7.5
1027,Adam,United Kingdom,Standard Double Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 29, 2019",Not great,Location,"Mattress was terrible, like the cheapest you can get
Dirty carpet 
Dated room",5.4
1028,Jonathan,United Kingdom,Executive Double Room,3 nights ·  July 2019,Couple,"Reviewed: July 29, 2019",We had a pleasant stay,The bed was fine.Staff were good.,Lifts to slow and some not working.Needs total modern refurbishment.,6.2
1029,Fawzy,Saudi Arabia,Standard Twin Room,6 nights ·  July 2019,Family,"Reviewed: July 29, 2019",If iam going there again will not select this hotle,"Hotel location 
and view 
also near to station","Facility in room the big bid isn't big bed it is two beds isn't comfortable at all 
Fridge in room isn't available 
Breakfast buffet is poor 
also storing material inside breakfast hall and disturb any one sitting near to it",5.4
1030,Jessica,France,Standard Double Room,3 nights ·  July 2019,Solo traveler,"Reviewed: July 29, 2019","Comfortable, functional but very disappointed there wasn’t unlimited free WiFi in my room","Very clean and comfortable, helpful staff","Incredible in this day and age that you only get 40 mins free WiFi a day in your room. I needed to work and expect free WiFi in my room these days to be able to do this.
Also the lifts are very very slow. I waited 4 mins for the lift from the 6th floor!",7.9
1031,Philip,Australia,Executive Double Room,4 nights ·  July 2019,Family,"Reviewed: July 28, 2019",Grand from outside but found wanting.,Pool advertised but gone. Lift unavailable. Aircon not working properly.,Not Available,7.5
1032,Jose,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 28, 2019","Adequate hotel in good location at very good price for London, even when booked at short notice.","This is a four star hotel and it has a grand entrance so must have been a luxury hotel at one time. But it is looking a bit tired: for example, the carpet on the stairs from the reception hall to the first floor is worn out.
But I looked for a hotel in London at short notice (actually, on the same day) and this was by far the most reasonably priced. Even basic, budget hotels had a far higher price, so this was a great find.
Breakfast (full English) was adequate. Nothing extraordinary about it but it is self service so fine for those with bigger appetites (that was not my case).","The room was OK: I had booked a double room but got a twin room instead. Not a major issue but would have preferred a bigger bed. 
It was a very hot day (middle of heat wave in UK) and room had air conditioning but this could not be controlled: at least I could not find the way to do it so I had to accept the setting it had. I would have wanted to set it a little cooler.",7.5
1033,Vicky,United Kingdom,Standard Double Room,1 night ·  July 2019,Couple,"Reviewed: July 28, 2019",Average.,Very nice breakfast,"Most of the staff were uninterested (except a few). When we first went into our room there was a very overpowering smell of marajuana which, when we complained and asked for another room, they insinuated that it was us.",5.4
1034,George,United Kingdom,Standard Double Room,4 nights ·  July 2019,Couple,"Reviewed: July 28, 2019",Fair,Classy nice view from my room very old fashioned in a modernised part of London which makes a change.,"House cleaning staff didn’t hoover my room once in the 5 days I stayed there, more than one occasion they didn’t refill the beverages that were in my room. There isn’t much to do close by which wasn’t great.",5.4
1035,Jon,United Kingdom,Standard Double Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 28, 2019",Okay,Location great,Very dated. Needs decorating,5.8
1036,Angela,United Kingdom,Standard Double Room,2 nights ·  July 2019,Family,"Reviewed: July 27, 2019","convenient location, but I would not go back there.",It was a nice room and there was a nice variety of restaurants on site to choose from.,"Twice in a row my continental breakfast I ordered in the morning got forgotten.
Also I was overcharged my room rate; which I had to point out to reception.
The room was not cleaned properly it was not hovered either!
Finally; whenever I dine out I automatically add a tip. In two separate restaurants the waiters pointed out on the bill that service charge was not included and would I like to add a tip.
I told them it was very unprofessional to point it out as all diners always check their bills.",6.7
1037,Rob,United Kingdom,Standard Single Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 27, 2019",Average,The location,Bed uncomfy.,5.8
1038,David,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 27, 2019",Good,"Good location, great value room for what I needed","Decor very outdated, air con wasn’t very good. 
Room was clean but found a bits of rubbish",7.9
1039,Amy,Australia,Standard Twin Room,3 nights ·  July 2019,Group,"Reviewed: July 26, 2019",Adequate,"It is well connected. The location is about five minutes from the Canary Wharf metro station, and lots of restaurants nearby. 
It was clean. The beds were comfortable.","WiFi is only available in the lobby for 20-minute intervals.
We arrived late and the room wasn't as expected. We had booked a twin room, but were given a room with four single beds! They were clearly not intended to be there and likely left from the previous guests. It made the room cramped. One bed was right in the doorway to the room and the bathroom. We couldn't even get our suitcase past it. It was late so we just crashed, and we didn't want to bother changing rooms the next day.",7.9
1040,Andy,United Kingdom,Standard Double Room,2 nights ·  July 2019,Solo traveler,"Reviewed: July 26, 2019",Pleasant,Location,"No air con
Could not open windows 
No free in room WiFi",6.7
1041,Jan,Canada,Executive Double Room,4 nights ·  July 2019,Group,"Reviewed: July 26, 2019",Okay,No free wifi in the room. This is unacceptable in the 21st century. Breakfast wasn't very good.,Not Available,5.8
1042,Anon,United Kingdom,Standard Double Room,1 night ·  July 2019,Couple,"Reviewed: July 25, 2019",Fair,the price,"Really seedy hotel, needed a renovation. The bath water was green for some reason",5.4
1043,Enejda,New Zealand,Standard Double Room without Window,3 nights ·  July 2019,Solo traveler,"Reviewed: July 25, 2019",Fair,Location and Tea room area were nice,"A lot of steps (including in the room) on the same floor. 
The furniture seemed randomly put in the room.
There was no hairdryer.",5.4
1044,Christine,United Kingdom,Executive Twin Room,2 nights ·  July 2019,Family,"Reviewed: July 24, 2019",Receptionist made out I was lying about booking and I have stayed in 3 star hotels with better faciu,Clean rooms and good food,3 times given wrong room and told I had booked double when I booked twin I now have my confirmation so am putting in a complaint,5.8
1045,Mary,United Kingdom,Standard Single Room,2 nights ·  July 2019,Solo traveler,"Reviewed: July 24, 2019",Good location for the purpose of my visit,"The view from the room, 13th floor","The hotel needs a refurbishment.
The shower temperature was hot or cold and nothing in between",6.2
1046,Sharon,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Family,"Reviewed: July 24, 2019",Lovably kitsch and great value for money.,The hotel needs some updating it is quite old fashioned but it is almost kitsch giving the venue a homely appeal. Very clean and comfortable. The hotel staff were all courteous and helpful. The price was very reasonable. Lots of places to eat in the area so I didn't try the restaurant or room service. I would stay here again.,"I did not enjoy what felt like an assault course, to get to the hotel because of all the building work. Do not follow Google maps. Ask for directions from a local.",7.9
1047,Dt1968,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 24, 2019",Good,Large room.,Not enough lifts.,7.5
1048,Tracey,Australia,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 24, 2019",Pleasant,locatation,everything was an extra cost Wifi a extra plug,6.2
1049,Ken,Australia,Standard Twin Room,1 night ·  June 2019,Family,"Reviewed: July 24, 2019","Just satisfactory, check in staff not very pleasant or helpful",Italian restaurant was good as too the bar staff.,The room was very small for my son and myself. Beds were too small. Cold water tap in bathroom did not function properly and no action was taken despite complaining three days in a row.,6.2
1050,Matthew,United Kingdom,Executive Double Room,1 night ·  July 2019,Group,"Reviewed: July 23, 2019","The rooms are comfortable and large, but dated. The hygiene conditions and staff were poor.",The size of the rooms,The demeanour and professionalism of the staff were lacking.,5.4
1051,For,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 23, 2019",Cheap-ish and cheerful-ish,"This hotel was probably very grand when it opened, but I think that was around 30 years ago.","I was put in a smoking room without being told. The smell wasn't great! Also, there aren't nearly enough lifts and the stairs are not signposted - staff couldn't tell me where they were! Bed was two singles made up separately then pushed together, so you couldn't lie across the gap. Mattresses were on the hard side and in need of replacement. No plug sockets near the bed.",6.2
1052,Julia,United Kingdom,Standard Twin Room,1 night ·  July 2019,Group,"Reviewed: July 23, 2019","Great location for the meeting we were attending, breakfast was good.",Friendly staff,"Needs to be refurbished however this reflects in the great rates,",7.5
1053,Lisa,United Kingdom,Executive Double Room,1 night ·  June 2019,Couple,"Reviewed: July 23, 2019",Fair,Location was perfect and the view from the room was amazing!,"It took 45 minutes to check in, it then took us 45 minutes in the morning to get down stairs from the 13th floor in the lift. 
Only one lift was working! 
Staff ignored us in the morning when we greeted them.",5.4
1054,John,Zimbabwe,Standard Single Room,4 nights ·  June 2019,Group,"Reviewed: July 23, 2019",Plesant and convienient,The big bonus for me is that I was able to get a smoking room,Not Available,7.5
1055,Jim,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Family,"Reviewed: July 22, 2019",Okay,Location,Dirty towels in room and paying £4 for a water,5.8
1056,David,United Kingdom,Standard Double Room,1 night ·  July 2019,Couple,"Reviewed: July 22, 2019",Good,Good location,Rooms were a bit nasty,7.5
1057,M,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 21, 2019",Fair,Not much to be honest.,"Air con not working, I'm guessing it was switched off to save money ! The room was 31 degrees ! ! Worst nights sleep ever !",5.4
1058,Oghenetano,Nigeria,Standard Double Room,2 nights ·  July 2019,Group,"Reviewed: July 21, 2019",pleasant stay,BREAKFAST WAS OK,Not Available,7.5
1059,David,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 21, 2019",Pleasant,Cheap in a good location,The car park is awful,6.7
1060,Phil,United Kingdom,Standard Twin Room,1 night ·  July 2019,Family,"Reviewed: July 21, 2019",Good,Functionali,A bit dated,7.1
1061,Alawi,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 21, 2019",Okay,The staff were friendly,The toilet was not clean,5.8
1062,Frances,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 21, 2019",Pleasant,Value for money. Convenient,Decor a bit tired,6.7
1063,Michael,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 21, 2019",Need for improvement,Room,"Long waiting que,charge for motorcycle parking,no swimming pool",6.7
1064,Mary,Ireland,Standard Twin Room,2 nights ·  June 2019,Family,"Reviewed: July 21, 2019",Rooms were clean but badly in need of redecorating. Restaurant staff were lovely.,didn't have breakfast. too expensive.,"Reception staff were very rude '. There was confusion about the bill , which was paid but they were insisting on taking payment again and just didn't want to listen . It was very embarrassing trying to explain in front of other guests but in the end I managed to get her .",5.5
1065,Benjamin,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Group,"Reviewed: July 21, 2019",Good,Good clean rooms,Long delays at customer service desk,7.1
1066,Fatima,Brazil,Standard Double Room without Window,2 nights ·  July 2019,Couple,"Reviewed: July 20, 2019",Pleasant,Without Window and Frigobar,Not Available,6.7
1067,Fy,Germany,Standard Twin Room,7 nights ·  July 2019,Solo traveler,"Reviewed: July 20, 2019",An okay hotel.,Big and clean room.,"It is so far to walk from canary wharf station to this hotel 10-15 mins, WiFi is only available in the lobby or 20 mins free only in the room. The reception is always busy with 2 stuff during my 7 days stay so if you had any enquiries, you’d need to wait for some time which is not so enjoyable when walking a lot and feeling tried. I’d rather pay for more to go for another hotel next time. But if you don’t mind all of the above, this hotel is not too bad.",7.1
1068,Nana,Finland,Standard Double Room,3 nights ·  July 2019,Couple,"Reviewed: July 20, 2019",Just ok,"Breakfast was great and lots of varieties to choose from, restaurant workers were really friendly and nice.",The “double bed” in my room was not of equal level because they were two single beds put together and not comfortable at all. Shower handle not working well and no ventilation in the bathroom.,7.1
1069,Tanya,Australia,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 20, 2019",Good,"Old world charm, faulty towers meets the ritz, Check in was quick, concierge helpful and knowledgeable, 11am check out, quiet, close enough to the centre but far out enough out to relax, nice water views and good bar and restaurant.",The cleaner knocked on our door twice to clean the room (put the do not disturb tag on your door!) yes it’s outdated and old furnishings but that’s the English charm. For London prices in summer it was pretty good.,7.9
1070,Daniel,New Zealand,Standard Double Room without Window,3 nights ·  July 2019,Solo traveler,"Reviewed: July 20, 2019",Good,Buffet and reasonable location,Wasn’t any WiFi in my room. Window doesn’t open.and no mini kitchen,7.5
1071,Jane,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 19, 2019",Very satisfied,The room was very nice and the bed was very comfy,Not Available,7.9
1072,John,United Kingdom,Standard Double Room,1 night ·  July 2019,Couple,"Reviewed: July 19, 2019",Better than I thought it would be!,Great location for 02 - good views!,Slow lifts - took ages to get up to our floor (or down again!),7.9
1073,Patrick,Ireland,Standard Double Room,2 nights ·  June 2019,Couple,"Reviewed: July 19, 2019",Good,Amazing breakfast,Window would not close so you could hear party goers outside (I was on tenth floor). Carpet was dirty and wallpaper scuffed.,7.1
1074,Jim,Spain,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 19, 2019",For the location it is very good. The hotel is a bit tired but staff are pleasant and helpful.,"Being able to leave my bag with concierge after checkout .
The seats in lounge were comfortable and had a view",My room did not have a window.,6.2
1075,F,United States of America,Standard Double Room without Window,3 nights ·  July 2019,Family,"Reviewed: July 18, 2019",Quiet & comfortable place; great view & very helpful staff; improvement in mentioned areas desirable,"Roomy, but could do w/out all the old furniture in the room. Smaller table for eating will suffice.","No small fridge at all for water & leftovers, etc.
No Wi-Fi in room is a no, no, noo! Wouldn't come back bc of that! I travel a lot all over the world & can't really remember last time I was in a room w/out wired internet or WiFi",7.5
1076,Devinetravels,Ireland,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 18, 2019",Central location worked for us but I felt the hotel was overpriced and in need of an overhaul!,Canary Wharf tube station was a 5 minute walk away so the location was great for us.,The decor in the hotel is very dated. There were rips in the wallpaper and one of the walls had been drawn all over in pen. The skirting boards were not clean. I put a sign on the door after the first night requesting the room to be serviced. The bed was made but the sheets were not changed as I had expected them to be. I found it very overpriced.,5.4
1077,Zeyana,United Kingdom,Standard Twin Room,1 night ·  July 2019,Family,"Reviewed: July 18, 2019",Good,"Spacious and very clean rooms, comfy beds, easy to deal with the friendly staff.",Wifi access was so poor and just allow 40 minutes free wifi and have to pay if you need more.,7.9
1078,Colin,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 17, 2019",Pleasant,Convenient location,Check-in takes far too long,6.7
1079,Adam,United Kingdom,Executive Twin Room,2 nights ·  July 2019,Group,"Reviewed: July 17, 2019",Pleasant,Had a cot in the bedroom,"Out dated, no air con",6.7
1080,Pavel,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 17, 2019",Pleasant,Location,Air conditioning didnt work properly - no mention of possibility buying breakfast,6.7
1081,Fatima,United States of America,Standard Twin Room,1 night ·  July 2019,Family,"Reviewed: July 17, 2019",Great location. Archaic hotel.,Location,Staff. Mean spirited,6.0
1082,Nick,United Kingdom,Standard Double Room without Window,1 night ·  June 2019,Solo traveler,"Reviewed: July 17, 2019",adequate stay for business trip,"Staff were helpful, room was clean, shower was good","Breakfast didn't feel like for value for money, coffee machine not working and took a very long time to check in",7.1
1083,Hamza,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 16, 2019",Okay,"Location.
Express checkout service, so no need to queue.","The room did not have an AC.
No window, but was offered a room with a windows for extra money.
Booked a double bed, was given a twin.
When you enter it looks 4 star, however when you enter the room, it is definitely not 4 more like a 2 star.",5.8
1084,Muhammad,Pakistan,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 16, 2019",Fair,No usb port. The staff refused to help.,Not Available,5.4
1085,Maria,New Zealand,Standard Double Room without Window,2 nights ·  July 2019,Couple,"Reviewed: July 15, 2019",Good,"Spacious room, quiet. Close to tube",bed was firm and pillows flat.,7.5
1086,Liam,United Kingdom,Standard Double Room without Window,5 nights ·  July 2019,Solo traveler,"Reviewed: July 15, 2019","I travelled for work and for the price, the rooms were good. I have decided to book again next week","Great location, and very close to the DLR line","the lifts are far too slow, and the building is a little dated. However very good value",7.9
1087,Allan,United Kingdom,Standard Double Room without Window,2 nights ·  July 2019,Couple,"Reviewed: July 15, 2019",Will not use this hotel again,"Mattress very uncomfortable, room too hot and stained carpet",Not Available,5.8
1088,Marian,Ireland,Standard Double Room without Window,1 night ·  July 2019,Group,"Reviewed: July 15, 2019",Pleasant,Great location,"Very dated hotel, needs updating",6.2
1089,Sarah,United Kingdom,Standard Twin Room,2 nights ·  June 2019,Family,"Reviewed: July 15, 2019",Pleasant,Value for money. Helpful staff on the front desk.,One of the lifts not working made it slow to get back up to the room and down due to ques.,6.7
1090,Peter,United Kingdom,Standard Double Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 15, 2019",Okay,Location and facilities,No shower,5.8
1091,Alan,Hong Kong,Executive Double Room,5 nights ·  July 2019,Couple,"Reviewed: July 15, 2019",You get what you pay for and that is why the property was reasonably priced.,Location to public transport was good.,"Check in staff were not helpful.
The cleanliness was average.
The windows were so dirty you could not take a photograph of the outside.
The breakfast was a good choice but everything was dry from the powerful heating lamps.
Maintenance on the hotel was poor. It has not seen a coat of paint in many years.
Lift not working the whole time we were there.
Well past it's sell by date.",5.8
1092,Nicola,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 15, 2019",Functional but not great,Room.service was quick,"The food was poor, bedrooms could do with being updated, beds weren't very comfortable, the taxi the concierge called for us tried to RIP us off",7.1
1093,Myrna,Canada,Standard Twin Room,5 nights ·  June 2019,Family,"Reviewed: July 14, 2019",Our 5 Day Stay at the Britannia at Canary Wharf,The breakfast buffet was great! The Bar food was excellent.,The food at the Indian Restaurant wasn't as good as I'd hoped.,7.9
1094,Jason,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 14, 2019",Underwhelming,Checked in as a couple and was given a double room with 2x single beds..only 2 flat pillows all together very uncomfortable stay.,Not Available,5.4
1095,Anne,United Kingdom,Standard Double Room without Window,2 nights ·  July 2019,Solo traveler,"Reviewed: July 14, 2019",Good,The breakfast area is canteen-like and there is only one type of bread. I would not bother with the breakfast again. It is worth finding out the location of the main tairs because the grand stairway only reaches the first floor. The 3 lifts are inadequate to serve all the floors in peak tourist season.,Not Available,7.1
1096,Patrick,United States of America,Standard Double Room without Window,2 nights ·  July 2019,Couple,"Reviewed: July 14, 2019",Good,Room upgrade,Place very busy,7.5
1097,Linda,United Arab Emirates,Standard Double Room,1 night ·  July 2019,Family,"Reviewed: July 13, 2019",Only stayed for one night but was pleasant.,"Good breakfast, friendly staff","Needs updating, quite old fashioned.",7.9
1098,Claire,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 13, 2019",Pleasant,Large size room. Interesting views over the water,"No unlimited wifi.
Tea was 'rationed' to two tea bags and either 2 or 4 milk pots.
The pillows were poor ... thin and not very supportive.
Decor looks 'tired'",6.2
1099,Alissandra,Barbados,Standard Double Room,2 nights ·  July 2019,Solo traveler,"Reviewed: July 13, 2019",Never again,Location. Price.,Construction site around hotel and no warning given about that. Lack of free WiFi access in room.Towels grey with use. Television remote did not work. Breakfast option overpriced. Tacky decor from the 1970s appears cannabilized from all over the place. Inconsiderate staff who don’t respond to time sensitive requests.,5.8
1100,Charlotte,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 12, 2019",Fair,Went on a romantic weekend with my partner and got given a room with two single beds put together instead of a double room which I booked months before so definitely won't be staying again.,Not Available,5.4
1101,Jamie,United Kingdom,Executive Double Room,1 night ·  July 2019,Couple,"Reviewed: July 12, 2019",Not coming back,Window view and comfy bed,"Bathroom wasn’t clean, tube & shower covered with hair. The room near by was loud & we couldn’t take a rest until 4am",5.4
1102,Alan,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 12, 2019",Pleasant,"Great location, staff were effecient and friendly",The bed wasn't a double it was two singles pushed together and the mattress was solid,6.7
1103,Tamsyn,United Kingdom,Standard Double Room without Window,1 night ·  June 2019,Group,"Reviewed: July 12, 2019",Good location - great pizza!,The wallpaper!,The artwork didn’t match the wallpaper. The tv doesn’t work.,7.5
1104,Jermaine,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 12, 2019",Good.,Excellent location.,Windowless rooms should be banned in hotels! I had to upgrade by paying additional fee which wasn't right. The Booking.com should make it explicitly clear about this and not put it in small prints!,5.8
1105,Podduturi,Not Available,Standard Double Room without Window,5 nights ·  June 2019,Couple,"Reviewed: July 12, 2019",Pleasant,Near to canary wharf Station.,1st day no water supply...2nd day only boiling hot water in bathroom.hotel staff offered to take bath in previously checked out room.worst experience.,6.7
1106,Edwin,United Kingdom,Standard Double Room,1 night ·  June 2019,Couple,"Reviewed: July 11, 2019",Suitable location for O2 concert,Long winded check in methods,Not Available,6.0
1107,Natalee,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 11, 2019",Shocking visit and stay frequently,Size of the room was more than adequate,"TV broken, rude member of staff on check in and terribly noisy in the halls, you could hear absolutely everything",5.8
1108,Simon,United Kingdom,Standard Double Room without Window,1 night ·  June 2019,Couple,"Reviewed: July 11, 2019",Pleasant,The price for the location is the main plus point. All in all the hotel is pleasant if not a little dated.,The hotel was nice enough but there was an iron mark on the carpet. The hotel itself needs a refurb.,6.7
1109,Bridget,United Kingdom,Standard Twin Room,1 night ·  July 2019,Group,"Reviewed: July 11, 2019",Unacceptable room temperature,Location. Clean sheets and towels. Friendly staff.,"There is always an issue with the room temperature, made worse as the windows are locked shut. If you want them opened you have to ring down to reception and await and Duty Manager to arrive and unlock the window. We arrived at midnight and were leaving at 6.30 the next morning so too exhausted to do so. the room was stiflingly hot A/C remained at 20 degrees all night.",5.4
1110,Paul,United Kingdom,Standard Double Room without Window,1 night ·  June 2019,Group,"Reviewed: July 11, 2019","The hotel's clean but looks a little tired, reasonably priced and adequate for our stay.",The money paid was good for the location. As the rate was reasonable I didn't expect a high spec hotel and I think the value for the accommodation was good. Overall the hotel was OK but look a bit tired.,The food in the Italian restaurant was fairly basic but still reasonable value for money. We did find it a little difficult to locate when arriving via the tube. Clear sign posting would be good.,6.7
1111,Dave,New Zealand,Standard Single Room,3 nights ·  June 2019,Solo traveler,"Reviewed: July 11, 2019",Good,Good location quiet room,Not Available,7.5
1112,Last,United States of America,Standard Double Room,3 nights ·  July 2019,Couple,"Reviewed: July 10, 2019",Pleasant,Last minute booking and it was available when I needed it.,"AC didn’t work for one night. Our stay was in July, so AC was definitely needed. Rooms could use Rennovation and WiFi only available in lobby, although this was clearly stated; just mentioning this for others who find it critical to have WiFi in the room.",6.2
1113,Leanne,Australia,Standard Double Room,4 nights ·  July 2019,Couple,"Reviewed: July 10, 2019",Okay,The location was very handy to all public transport.,The rooms were really dated and the bed was really hard.,5.8
1114,Hakeem,United Kingdom,Standard Double Room without Window,2 nights ·  June 2019,Solo traveler,"Reviewed: July 10, 2019",Good,That I'd have to pay for Wi-Fi for such an expensive hotel.,Not Available,7.9
1115,Teresa,United Kingdom,Standard Double Room,1 night ·  July 2019,Solo traveler,"Reviewed: July 10, 2019",Fair,The hotel is tired looking and in need of some modernisation.,Not Available,5.4
1116,Jennifer,United Kingdom,Standard Double Room,1 night ·  July 2019,Family,"Reviewed: July 10, 2019",Pleasant,I have stayed at the Britannia international on average 5/6 weeks per year for the last 4 years and I used to feel like I was coming to my home from home. I loved the fact that I didn’t have to give my name when I checked in and greeted with a welcome back and small talk about things I had mentioned in my previous trips. The international isn’t modern in anyway and this really added to its charm and character.,All of the things I loved about this hotel seemed to have changed on this visit. I still got my lovely receptionist who knew me and the cheeky bar staff who also recognise me but the moment I had to deal with a new receptionist I was made to feel unimportant which is generally how most big hotels in London can make you feel but the reason I go without free WiFi or free parking or more modern facilities etc is because the international was so welcoming. I booked as usual using booking.com as I do for all of my stays and as I had paid extra to upgrade the day before I selected the upgrade option on the site. I was told that the room I was in was a suite which having stayed in many hotels I find it hard to believe but took this information on board. The receptionist quite rightly asked her manager about the upgrade which I had purchased and although it was honoured the way I was treated has left a sour taste. Now instead of staying a further 4 more days buying food drinks etc with my family at the hotel we will be checking out and moving to one of the brighter more modern hotels in Canary Wharf area.,6.2
1117,Gerard,United Kingdom,Standard Double Room,2 nights ·  July 2019,Couple,"Reviewed: July 9, 2019",One of the more acceptable Britanias,na,na,7.1
1118,Alicia,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Solo traveler,"Reviewed: July 9, 2019",Good,Friendly receptionist,Not Available,7.5
1119,Amanda,United Kingdom,Standard Double Room without Window,1 night ·  July 2019,Couple,"Reviewed: July 9, 2019",No issues with our stay- would stay again,"Location is what we were looking for and it was very central in Canary wharf, close to rail and DLR and many restaurants. The price is affordable but you get what you pay for!","We wanted to extend our check out just for an hour but to do so you had to pay, which ive never experienced at a hotel before. I think you could probably allow guests to extend for an hour and anything beyond that charge?",7.5
